cell,predict_cell
PAT20(ESO)_AD337,PAT14(NDBE)_D_190
PAT20(ESO)_AD338,PAT6(HGD)_I_259
PAT20(ESO)_AD339,PAT6(HGD)_I_162
PAT20(ESO)_AD340,PAT19(LGD)_B_358
PAT20(ESO)_AD341,PAT20(ESO)_E_321
PAT20(ESO)_AD343,PAT20(CARD)_F_376
PAT20(ESO)_AD345,PAT20(CARD)_F_168
PAT20(ESO)_AD350,PAT6(LGD)_H_321
PAT20(ESO)_AD351,PAT20(ESO)_E_167
PAT20(ESO)_AD352,PAT19(LGD)_B_201
PAT20(ESO)_AD353,PAT20(ESO)_E_351
PAT20(ESO)_AD354,PAT20(CARD)_F_102
PAT20(ESO)_AD355,PAT14(NDBE)_D_268
PAT20(ESO)_AD357,PAT20(ESO)_E_297
PAT20(ESO)_AD358,PAT9(NDBE)_J_282
PAT20(ESO)_AD359,PAT19(LGD)_B_173
PAT20(ESO)_AD360,PAT20(CARD)_F_246
PAT20(ESO)_AD362,PAT14(NDBE)_D_330
PAT20(ESO)_AD364,PAT19(LGD)_B_299
PAT20(ESO)_AD366,PAT6(HGD)_I_216
PAT20(ESO)_AD371,PAT16(NDBE)_B_113
PAT20(ESO)_AD372,PAT9(NDBE)_J_310
PAT20(ESO)_AD376,PAT20(ESO)_E_133
PAT20(ESO)_AD377,PAT20(ESO)_E_374
PAT20(ESO)_AD378,PAT20(ESO)_E_183
PAT20(ESO)_AD379,PAT20(ESO)_E_100
PAT20(ESO)_AD381,PAT9(NDBE)_J_169
PAT20(ESO)_AD382,PAT20(ESO)_E_174
PAT20(ESO)_AD383,PAT20(ESO)_E_357
PAT9(NDBE)_BL003,PAT6(HGD)_I_194
PAT9(NDBE)_BL008,PAT14(NDBE)_D_108
PAT9(NDBE)_BL009,PAT19(LGD)_B_311
PAT9(NDBE)_BL010,PAT16(NDBE)_B_98
PAT9(NDBE)_BL015,PAT19(LGD)_B_236
PAT9(NDBE)_BL017,PAT19(LGD)_B_67
PAT9(NDBE)_BL018,PAT9(NDBE)_J_305
PAT9(NDBE)_BL020,PAT16(NDBE)_B_128
PAT9(NDBE)_BL023,PAT19(LGD)_B_356
PAT9(NDBE)_BL028,PAT20(CARD)_F_323
PAT9(NDBE)_BL030,PAT20(HGD1)_D_129
PAT9(NDBE)_BL033,PAT20(ESO)_E_172
PAT9(NDBE)_BL034,PAT20(CARD)_F_340
PAT9(NDBE)_BL035,PAT6(LGD)_H_377
PAT9(NDBE)_BL042,PAT16(NDBE)_B_222
PAT9(NDBE)_BL043,PAT16(NDBE)_B_189
PAT9(NDBE)_BL051,PAT14(NDBE)_D_379
PAT9(NDBE)_BL052,PAT9(NDBE)_J_227
PAT9(NDBE)_BL054,PAT20(CARD)_F_89
PAT9(NDBE)_BL057,PAT9(NDBE)_J_375
PAT9(NDBE)_BL058,PAT20(ESO)_E_219
PAT9(NDBE)_BL061,PAT20(HGD1)_D_329
PAT9(NDBE)_BL063,PAT9(NDBE)_J_289
PAT9(NDBE)_BL065,PAT20(CARD)_F_149
PAT9(NDBE)_BL066,PAT20(CARD)_F_222
PAT9(NDBE)_BL068,PAT16(EAC)_A_25
PAT9(NDBE)_BL070,PAT16(EAC)_A_283
PAT9(NDBE)_BL071,PAT14(NDBE)_D_194
PAT9(NDBE)_BL072,PAT20(HGD1)_D_337
PAT9(NDBE)_BL077,PAT14(HGD)_C_322
PAT9(NDBE)_BL078,PAT14(HGD)_C_125
PAT9(NDBE)_BL081,PAT20(CARD)_F_227
PAT9(NDBE)_BL083,PAT6(LGD)_H_102
PAT9(NDBE)_BL085,PAT20(HGD1)_D_294
PAT9(NDBE)_BL087,PAT19(LGD)_B_62
PAT9(NDBE)_BL088,PAT20(CARD)_F_331
PAT9(NDBE)_BL090,PAT16(NDBE)_B_63
PAT9(NDBE)_BL099,PAT20(ESO)_E_306
PAT9(NDBE)_BL101,PAT16(EAC)_A_233
PAT9(NDBE)_BL103,PAT14(NDBE)_D_225
PAT9(NDBE)_BL107,PAT6(HGD)_I_164
PAT9(NDBE)_BL108,PAT20(CARD)_F_369
PAT9(NDBE)_BL114,PAT16(EAC)_A_286
PAT9(NDBE)_BL117,PAT19(LGD)_B_200
PAT9(NDBE)_BL118,PAT14(NDBE)_D_189
PAT9(NDBE)_BL119,PAT9(NDBE)_J_191
PAT9(NDBE)_BL122,PAT16(EAC)_A_343
PAT9(NDBE)_BL124,PAT16(NDBE)_B_316
PAT9(NDBE)_BL127,PAT16(EAC)_A_75
PAT9(NDBE)_BL132,PAT16(EAC)_A_234
PAT9(NDBE)_BL133,PAT9(NDBE)_J_188
PAT9(NDBE)_BL134,PAT16(EAC)_A_150
PAT9(NDBE)_BL138,PAT20(ESO)_E_94
PAT9(NDBE)_BL139,PAT6(LGD)_H_60
PAT9(NDBE)_BL140,PAT9(NDBE)_J_300
PAT9(NDBE)_BL141,PAT16(EAC)_A_161
PAT9(NDBE)_BL142,PAT6(LGD)_H_346
PAT9(NDBE)_BL143,PAT20(CARD)_F_8
PAT9(NDBE)_BL145,PAT20(ESO)_E_2
PAT9(NDBE)_BL146,PAT20(CARD)_F_370
PAT9(NDBE)_BL147,PAT16(NDBE)_B_277
PAT9(NDBE)_BL149,PAT6(LGD)_H_138
PAT9(NDBE)_BL150,PAT20(ESO)_E_4
PAT9(NDBE)_BL156,PAT9(NDBE)_J_345
PAT9(NDBE)_BL157,PAT20(CARD)_F_328
PAT9(NDBE)_BL158,PAT16(NDBE)_B_83
PAT9(NDBE)_BL159,PAT19(LGD)_B_256
PAT9(NDBE)_BL160,PAT19(LGD)_B_376
PAT9(NDBE)_BL163,PAT9(NDBE)_J_9
PAT9(NDBE)_BL164,PAT20(ESO)_E_376
PAT9(NDBE)_BL168,PAT6(LGD)_H_253
PAT9(NDBE)_BL169,PAT9(NDBE)_J_160
PAT9(NDBE)_BL170,PAT20(CARD)_F_118
PAT9(NDBE)_BL171,PAT6(LGD)_H_115
PAT9(NDBE)_BL172,PAT20(CARD)_F_192
PAT9(NDBE)_BL173,PAT6(LGD)_H_197
PAT9(NDBE)_BL174,PAT9(NDBE)_J_174
PAT9(NDBE)_BL178,PAT16(EAC)_A_370
PAT9(NDBE)_BL179,PAT20(CARD)_F_37
PAT9(NDBE)_BL181,PAT14(NDBE)_D_97
PAT9(NDBE)_BL183,PAT16(NDBE)_B_307
PAT9(NDBE)_BL185,PAT14(NDBE)_D_346
PAT9(NDBE)_BL187,PAT20(CARD)_F_272
PAT9(NDBE)_BL189,PAT20(ESO)_E_356
PAT9(NDBE)_BL191,PAT16(NDBE)_B_313
PAT9(NDBE)_BL192,PAT9(NDBE)_J_181
PAT9(NDBE)_BL194,PAT9(NDBE)_J_314
PAT9(NDBE)_BL195,PAT14(NDBE)_D_357
PAT9(NDBE)_BL197,PAT14(NDBE)_D_283
PAT9(NDBE)_BL198,PAT20(ESO)_E_61
PAT9(NDBE)_BL201,PAT6(HGD)_I_56
PAT9(NDBE)_BL202,PAT9(NDBE)_J_200
PAT9(NDBE)_BL205,PAT14(NDBE)_D_219
PAT9(NDBE)_BL206,PAT16(EAC)_A_82
PAT9(NDBE)_BL207,PAT19(LGD)_B_205
PAT9(NDBE)_BL208,PAT9(NDBE)_J_1
PAT9(NDBE)_BL209,PAT20(HGD1)_D_203
PAT9(NDBE)_BL210,PAT20(CARD)_F_77
PAT9(NDBE)_BL211,PAT20(ESO)_E_326
PAT9(NDBE)_BL212,PAT20(ESO)_E_218
PAT9(NDBE)_BL214,PAT6(HGD)_I_341
PAT9(NDBE)_BL217,PAT9(NDBE)_J_376
PAT9(NDBE)_BL220,PAT14(NDBE)_D_314
PAT9(NDBE)_BL221,PAT20(ESO)_E_157
PAT9(NDBE)_BL223,PAT20(ESO)_E_273
PAT9(NDBE)_BL226,PAT9(NDBE)_J_278
PAT9(NDBE)_BL228,PAT9(NDBE)_J_336
PAT9(NDBE)_BL229,PAT19(LGD)_B_247
PAT9(NDBE)_BL230,PAT16(NDBE)_B_176
PAT9(NDBE)_BL232,PAT16(NDBE)_B_111
PAT9(NDBE)_BL235,PAT14(NDBE)_D_182
PAT9(NDBE)_BL238,PAT14(NDBE)_D_91
PAT9(NDBE)_BL242,PAT16(NDBE)_B_208
PAT9(NDBE)_BL245,PAT20(CARD)_F_153
PAT9(NDBE)_BL248,PAT14(NDBE)_D_236
PAT9(NDBE)_BL251,PAT20(HGD1)_D_219
PAT9(NDBE)_BL252,PAT20(CARD)_F_359
PAT9(NDBE)_BL254,PAT19(LGD)_B_126
PAT9(NDBE)_BL255,PAT20(CARD)_F_120
PAT9(NDBE)_BL260,PAT19(LGD)_B_370
PAT9(NDBE)_BL261,PAT14(NDBE)_D_222
PAT9(NDBE)_BL264,PAT20(ESO)_E_135
PAT9(NDBE)_BL266,PAT6(HGD)_I_275
PAT9(NDBE)_BL267,PAT14(NDBE)_D_320
PAT9(NDBE)_BL268,PAT20(ESO)_E_124
PAT9(NDBE)_BL271,PAT14(NDBE)_D_362
PAT9(NDBE)_BL276,PAT19(LGD)_B_58
PAT9(NDBE)_BL278,PAT14(NDBE)_D_84
PAT9(NDBE)_BL279,PAT20(HGD1)_D_45
PAT9(NDBE)_BL280,PAT20(ESO)_E_166
PAT9(NDBE)_BL284,PAT20(ESO)_E_3
PAT9(NDBE)_BL285,PAT19(LGD)_B_178
PAT9(NDBE)_BL287,PAT6(LGD)_H_93
PAT9(NDBE)_BL288,PAT20(ESO)_E_59
PAT9(NDBE)_BL296,PAT20(CARD)_F_260
PAT9(NDBE)_BL300,PAT20(CARD)_F_236
PAT9(NDBE)_BL302,PAT20(CARD)_F_159
PAT9(NDBE)_BL303,PAT14(HGD)_C_126
PAT9(NDBE)_BL304,PAT6(LGD)_H_358
PAT9(NDBE)_BL305,PAT19(LGD)_B_2
PAT9(NDBE)_BL307,PAT6(HGD)_I_215
PAT9(NDBE)_BL308,PAT14(NDBE)_D_265
PAT9(NDBE)_BL314,PAT20(CARD)_F_213
PAT9(NDBE)_BL315,PAT19(LGD)_B_193
PAT9(NDBE)_BL316,PAT19(LGD)_B_1
PAT9(NDBE)_BL317,PAT14(NDBE)_D_380
PAT9(NDBE)_BL322,PAT20(HGD1)_D_373
PAT9(NDBE)_BL330,PAT14(NDBE)_D_315
PAT9(NDBE)_BL336,PAT6(LGD)_H_312
PAT9(NDBE)_BL337,PAT9(NDBE)_J_371
PAT9(NDBE)_BL339,PAT9(NDBE)_J_280
PAT9(NDBE)_BL341,PAT14(NDBE)_D_345
PAT9(NDBE)_BL348,PAT14(NDBE)_D_198
PAT9(NDBE)_BL357,PAT14(NDBE)_D_269
PAT9(NDBE)_BL361,PAT19(LGD)_B_279
PAT9(NDBE)_BL364,PAT16(EAC)_A_361
PAT9(NDBE)_BL365,PAT19(LGD)_B_264
PAT9(NDBE)_BL372,PAT20(ESO)_E_362
PAT9(NDBE)_BL374,PAT16(NDBE)_B_35
PAT9(NDBE)_BL378,PAT9(NDBE)_J_65
PAT14(NDBE)_AV003,PAT20(CARD)_F_273
PAT14(NDBE)_AV008,PAT20(ESO)_E_154
PAT14(NDBE)_AV009,PAT19(LGD)_B_220
PAT14(NDBE)_AV010,PAT20(ESO)_E_171
PAT14(NDBE)_AV012,PAT9(NDBE)_J_343
PAT14(NDBE)_AV014,PAT20(CARD)_F_372
PAT14(NDBE)_AV015,PAT6(HGD)_I_270
PAT14(NDBE)_AV017,PAT20(ESO)_E_81
PAT14(NDBE)_AV018,PAT6(HGD)_I_324
PAT14(NDBE)_AV020,PAT19(LGD)_B_166
PAT14(NDBE)_AV023,PAT6(HGD)_I_149
PAT14(NDBE)_AV028,PAT6(LGD)_H_26
PAT14(NDBE)_AV030,PAT20(ESO)_E_363
PAT14(NDBE)_AV032,PAT20(ESO)_E_103
PAT14(NDBE)_AV033,PAT6(LGD)_H_370
PAT14(NDBE)_AV034,PAT9(NDBE)_J_6
PAT14(NDBE)_AV035,PAT6(LGD)_H_382
PAT14(NDBE)_AV036,PAT20(ESO)_E_173
PAT14(NDBE)_AV040,PAT16(NDBE)_B_369
PAT14(NDBE)_AV041,PAT6(LGD)_H_4
PAT14(NDBE)_AV042,PAT14(NDBE)_D_81
PAT14(NDBE)_AV043,PAT14(NDBE)_D_375
PAT14(NDBE)_AV045,PAT6(HGD)_I_269
PAT14(NDBE)_AV047,PAT6(LGD)_H_32
PAT14(NDBE)_AV051,PAT9(NDBE)_J_225
PAT14(NDBE)_AV052,PAT16(NDBE)_B_44
PAT14(NDBE)_AV054,PAT9(NDBE)_J_219
PAT14(NDBE)_AV055,PAT20(CARD)_F_57
PAT14(NDBE)_AV056,PAT19(LGD)_B_182
PAT14(NDBE)_AV057,PAT6(LGD)_H_68
PAT14(NDBE)_AV058,PAT14(HGD)_C_276
PAT14(NDBE)_AV059,PAT9(NDBE)_J_54
PAT14(NDBE)_AV060,PAT20(CARD)_F_325
PAT14(NDBE)_AV061,PAT20(ESO)_E_224
PAT14(NDBE)_AV062,PAT14(NDBE)_D_122
PAT14(NDBE)_AV063,PAT20(CARD)_F_84
PAT14(NDBE)_AV065,PAT20(CARD)_F_361
PAT14(NDBE)_AV066,PAT9(NDBE)_J_243
PAT14(NDBE)_AV067,PAT14(NDBE)_D_359
PAT14(NDBE)_AV068,PAT20(HGD1)_D_298
PAT14(NDBE)_AV069,PAT19(LGD)_B_267
PAT14(NDBE)_AV070,PAT14(NDBE)_D_232
PAT14(NDBE)_AV071,PAT16(EAC)_A_126
PAT14(NDBE)_AV072,PAT14(NDBE)_D_105
PAT14(NDBE)_AV076,PAT20(HGD1)_D_267
PAT14(NDBE)_AV077,PAT16(EAC)_A_348
PAT14(NDBE)_AV078,PAT14(NDBE)_D_324
PAT14(NDBE)_AV079,PAT19(LGD)_B_275
PAT14(NDBE)_AV080,PAT20(ESO)_E_360
PAT14(NDBE)_AV081,PAT14(HGD)_C_214
PAT14(NDBE)_AV082,PAT14(NDBE)_D_307
PAT14(NDBE)_AV083,PAT16(EAC)_A_8
PAT14(NDBE)_AV085,PAT9(NDBE)_J_372
PAT14(NDBE)_AV086,PAT20(ESO)_E_316
PAT14(NDBE)_AV087,PAT20(ESO)_E_380
PAT14(NDBE)_AV088,PAT20(CARD)_F_270
PAT14(NDBE)_AV089,PAT9(NDBE)_J_356
PAT14(NDBE)_AV090,PAT20(CARD)_F_112
PAT14(NDBE)_AV091,PAT20(CARD)_F_32
PAT14(NDBE)_AV092,PAT20(CARD)_F_31
PAT14(NDBE)_AV093,PAT16(NDBE)_B_312
PAT14(NDBE)_AV094,PAT19(LGD)_B_186
PAT14(NDBE)_AV099,PAT19(LGD)_B_337
PAT14(NDBE)_AV101,PAT20(CARD)_F_354
PAT14(NDBE)_AV102,PAT20(ESO)_E_29
PAT14(NDBE)_AV103,PAT19(LGD)_B_171
PAT14(NDBE)_AV106,PAT20(ESO)_E_280
PAT14(NDBE)_AV107,PAT14(NDBE)_D_252
PAT14(NDBE)_AV108,PAT19(LGD)_B_342
PAT14(NDBE)_AV113,PAT9(NDBE)_J_4
PAT14(NDBE)_AV114,PAT19(LGD)_B_352
PAT14(NDBE)_AV116,PAT14(NDBE)_D_341
PAT14(NDBE)_AV117,PAT20(ESO)_E_242
PAT14(NDBE)_AV118,PAT20(ESO)_E_111
PAT14(NDBE)_AV119,PAT14(NDBE)_D_254
PAT14(NDBE)_AV122,PAT16(NDBE)_B_192
PAT14(NDBE)_AV123,PAT20(HGD1)_D_192
PAT14(NDBE)_AV124,PAT6(LGD)_H_366
PAT14(NDBE)_AV125,PAT20(CARD)_F_36
PAT14(NDBE)_AV127,PAT20(ESO)_E_291
PAT14(NDBE)_AV128,PAT20(HGD1)_D_102
PAT14(NDBE)_AV130,PAT20(CARD)_F_85
PAT14(NDBE)_AV132,PAT14(HGD)_C_44
PAT14(NDBE)_AV133,PAT20(HGD1)_D_272
PAT14(NDBE)_AV134,PAT6(LGD)_H_368
PAT14(NDBE)_AV138,PAT20(ESO)_E_265
PAT14(NDBE)_AV139,PAT16(EAC)_A_194
PAT14(NDBE)_AV140,PAT20(CARD)_F_139
PAT14(NDBE)_AV141,PAT14(NDBE)_D_302
PAT14(NDBE)_AV142,PAT16(NDBE)_B_205
PAT14(NDBE)_AV143,PAT6(LGD)_H_363
PAT14(NDBE)_AV145,PAT16(EAC)_A_179
PAT14(NDBE)_AV146,PAT14(NDBE)_D_382
PAT14(NDBE)_AV147,PAT20(ESO)_E_50
PAT14(NDBE)_AV148,PAT9(NDBE)_J_258
PAT14(NDBE)_AV149,PAT16(NDBE)_B_272
PAT14(NDBE)_AV150,PAT20(CARD)_F_123
PAT14(NDBE)_AV152,PAT16(EAC)_A_101
PAT14(NDBE)_AV153,PAT14(HGD)_C_217
PAT14(NDBE)_AV155,PAT6(HGD)_I_93
PAT14(NDBE)_AV156,PAT20(CARD)_F_170
PAT14(NDBE)_AV157,PAT20(CARD)_F_164
PAT14(NDBE)_AV158,PAT16(NDBE)_B_278
PAT14(NDBE)_AV159,PAT20(ESO)_E_9
PAT14(NDBE)_AV160,PAT14(NDBE)_D_334
PAT14(NDBE)_AV161,PAT9(NDBE)_J_265
PAT14(NDBE)_AV162,PAT20(ESO)_E_361
PAT14(NDBE)_AV163,PAT20(ESO)_E_312
PAT14(NDBE)_AV164,PAT16(NDBE)_B_101
PAT14(NDBE)_AV165,PAT20(ESO)_E_128
PAT14(NDBE)_AV167,PAT14(NDBE)_D_179
PAT14(NDBE)_AV168,PAT14(HGD)_C_353
PAT14(NDBE)_AV169,PAT19(LGD)_B_371
PAT14(NDBE)_AV170,PAT14(HGD)_C_304
PAT14(NDBE)_AV171,PAT6(LGD)_H_64
PAT14(NDBE)_AV172,PAT14(NDBE)_D_296
PAT14(NDBE)_AV173,PAT16(NDBE)_B_141
PAT14(NDBE)_AV174,PAT14(NDBE)_D_366
PAT14(NDBE)_AV176,PAT19(LGD)_B_346
PAT14(NDBE)_AV178,PAT16(NDBE)_B_261
PAT14(NDBE)_AV179,PAT20(HGD1)_D_183
PAT14(NDBE)_AV181,PAT20(ESO)_E_381
PAT14(NDBE)_AV182,PAT19(LGD)_B_301
PAT14(NDBE)_AV183,PAT14(HGD)_C_221
PAT14(NDBE)_AV185,PAT16(NDBE)_B_102
PAT14(NDBE)_AV186,PAT16(EAC)_A_226
PAT14(NDBE)_AV187,PAT6(LGD)_H_287
PAT14(NDBE)_AV189,PAT14(NDBE)_D_242
PAT14(NDBE)_AV191,PAT16(NDBE)_B_204
PAT14(NDBE)_AV192,PAT14(NDBE)_D_107
PAT14(NDBE)_AV193,PAT20(CARD)_F_195
PAT14(NDBE)_AV194,PAT6(HGD)_I_233
PAT14(NDBE)_AV195,PAT20(CARD)_F_108
PAT14(NDBE)_AV197,PAT16(NDBE)_B_211
PAT14(NDBE)_AV198,PAT20(ESO)_E_301
PAT14(NDBE)_AV199,PAT16(NDBE)_B_84
PAT14(NDBE)_AV201,PAT6(HGD)_I_64
PAT14(NDBE)_AV202,PAT20(CARD)_F_63
PAT14(NDBE)_AV204,PAT16(NDBE)_B_275
PAT14(NDBE)_AV205,PAT20(CARD)_F_310
PAT14(NDBE)_AV206,PAT16(EAC)_A_168
PAT14(NDBE)_AV207,PAT9(NDBE)_J_58
PAT14(NDBE)_AV208,PAT20(ESO)_E_149
PAT14(NDBE)_AV209,PAT19(LGD)_B_174
PAT14(NDBE)_AV210,PAT16(NDBE)_B_32
PAT14(NDBE)_AV211,PAT6(LGD)_H_148
PAT14(NDBE)_AV212,PAT14(NDBE)_D_184
PAT14(NDBE)_AV213,PAT14(HGD)_C_367
PAT14(NDBE)_AV214,PAT16(NDBE)_B_166
PAT14(NDBE)_AV215,PAT20(ESO)_E_304
PAT14(NDBE)_AV216,PAT14(HGD)_C_166
PAT14(NDBE)_AV217,PAT9(NDBE)_J_286
PAT14(NDBE)_AV219,PAT16(NDBE)_B_287
PAT14(NDBE)_AV220,PAT6(LGD)_H_48
PAT14(NDBE)_AV221,PAT16(NDBE)_B_74
PAT14(NDBE)_AV222,PAT20(ESO)_E_24
PAT14(NDBE)_AV223,PAT6(LGD)_H_284
PAT14(NDBE)_AV224,PAT9(NDBE)_J_118
PAT14(NDBE)_AV225,PAT16(EAC)_A_155
PAT14(NDBE)_AV226,PAT6(HGD)_I_112
PAT14(NDBE)_AV227,PAT6(HGD)_I_41
PAT14(NDBE)_AV228,PAT20(ESO)_E_7
PAT14(NDBE)_AV229,PAT6(LGD)_H_322
PAT14(NDBE)_AV230,PAT16(EAC)_A_156
PAT14(NDBE)_AV232,PAT6(LGD)_H_1
PAT14(NDBE)_AV233,PAT20(ESO)_E_73
PAT14(NDBE)_AV234,PAT9(NDBE)_J_122
PAT14(NDBE)_AV235,PAT19(LGD)_B_210
PAT14(NDBE)_AV236,PAT19(LGD)_B_72
PAT14(NDBE)_AV237,PAT6(LGD)_H_364
PAT14(NDBE)_AV238,PAT20(CARD)_F_316
PAT14(NDBE)_AV239,PAT20(ESO)_E_206
PAT14(NDBE)_AV240,PAT16(NDBE)_B_308
PAT14(NDBE)_AV241,PAT20(ESO)_E_188
PAT14(NDBE)_AV242,PAT9(NDBE)_J_350
PAT14(NDBE)_AV244,PAT19(LGD)_B_43
PAT14(NDBE)_AV245,PAT9(NDBE)_J_324
PAT14(NDBE)_AV246,PAT9(NDBE)_J_18
PAT14(NDBE)_AV247,PAT20(ESO)_E_307
PAT14(NDBE)_AV248,PAT9(NDBE)_J_297
PAT14(NDBE)_AV250,PAT20(CARD)_F_244
PAT14(NDBE)_AV251,PAT9(NDBE)_J_17
PAT14(NDBE)_AV252,PAT16(NDBE)_B_338
PAT14(NDBE)_AV253,PAT16(NDBE)_B_54
PAT14(NDBE)_AV254,PAT9(NDBE)_J_339
PAT14(NDBE)_AV255,PAT20(CARD)_F_122
PAT14(NDBE)_AV257,PAT20(ESO)_E_108
PAT14(NDBE)_AV259,PAT20(CARD)_F_193
PAT14(NDBE)_AV260,PAT16(EAC)_A_177
PAT14(NDBE)_AV261,PAT16(NDBE)_B_20
PAT14(NDBE)_AV262,PAT6(LGD)_H_263
PAT14(NDBE)_AV263,PAT9(NDBE)_J_352
PAT14(NDBE)_AV264,PAT16(EAC)_A_127
PAT14(NDBE)_AV266,PAT20(ESO)_E_106
PAT14(NDBE)_AV267,PAT16(NDBE)_B_93
PAT14(NDBE)_AV268,PAT9(NDBE)_J_107
PAT14(NDBE)_AV269,PAT6(HGD)_I_79
PAT14(NDBE)_AV271,PAT16(EAC)_A_193
PAT14(NDBE)_AV272,PAT14(HGD)_C_307
PAT14(NDBE)_AV274,PAT20(CARD)_F_289
PAT14(NDBE)_AV275,PAT14(NDBE)_D_262
PAT14(NDBE)_AV276,PAT6(LGD)_H_121
PAT14(NDBE)_AV277,PAT20(HGD1)_D_193
PAT14(NDBE)_AV278,PAT6(LGD)_H_71
PAT14(NDBE)_AV279,PAT20(ESO)_E_39
PAT14(NDBE)_AV280,PAT9(NDBE)_J_164
PAT14(NDBE)_AV281,PAT20(ESO)_E_286
PAT14(NDBE)_AV282,PAT19(LGD)_B_303
PAT14(NDBE)_AV283,PAT9(NDBE)_J_140
PAT14(NDBE)_AV284,PAT19(LGD)_B_55
PAT14(NDBE)_AV285,PAT20(CARD)_F_174
PAT14(NDBE)_AV286,PAT6(LGD)_H_306
