cell,predict_cell
PAT20(HGD1)_BE038,PAT20(HGD1)_D_130
PAT20(HGD1)_BE039,PAT20(HGD1)_D_79
PAT20(HGD1)_BE040,PAT20(HGD1)_D_74
PAT20(HGD1)_BE041,PAT20(HGD1)_D_107
PAT20(HGD1)_BE042,PAT20(HGD1)_D_88
PAT20(HGD1)_BE043,PAT20(HGD1)_D_86
PAT20(HGD1)_BE044,PAT19(LGD)_B_118
PAT20(HGD1)_BE045,PAT14(NDBE)_D_220
PAT20(HGD1)_BE046,PAT20(HGD1)_D_356
PAT20(HGD1)_BE047,PAT20(HGD1)_D_261
PAT20(HGD1)_BE050,PAT20(HGD1)_D_32
PAT20(HGD1)_BE051,PAT14(NDBE)_D_206
PAT20(HGD1)_BE053,PAT20(HGD1)_D_194
PAT20(HGD1)_BE056,PAT20(HGD1)_D_146
PAT20(HGD1)_BE059,PAT6(HGD)_I_337
PAT20(HGD1)_BE060,PAT20(HGD1)_D_62
PAT20(HGD1)_BE061,PAT20(HGD1)_D_31
PAT20(HGD1)_BE062,PAT20(HGD1)_D_354
PAT20(HGD1)_BE063,PAT20(HGD1)_D_7
PAT20(HGD1)_BE064,PAT20(HGD1)_D_323
PAT20(HGD1)_BE066,PAT20(HGD1)_D_55
PAT20(HGD1)_BE067,PAT20(HGD1)_D_288
PAT20(HGD1)_BE069,PAT20(HGD1)_D_173
PAT20(HGD1)_BE070,PAT20(HGD1)_D_185
PAT20(HGD1)_BE071,PAT14(NDBE)_D_363
PAT20(HGD1)_BE072,PAT20(HGD1)_D_98
PAT20(HGD1)_BE073,PAT20(HGD1)_D_10
PAT20(HGD1)_BE074,PAT20(HGD1)_D_46
PAT20(HGD1)_BE078,PAT20(HGD1)_D_217
PAT20(HGD1)_BE079,PAT20(HGD1)_D_21
PAT20(HGD1)_BE081,PAT20(HGD1)_D_119
PAT20(HGD1)_BE082,PAT20(HGD1)_D_281
PAT20(HGD1)_BE085,PAT20(HGD1)_D_260
PAT20(HGD1)_BE086,PAT20(HGD1)_D_305
PAT20(HGD1)_BE087,PAT20(HGD1)_D_268
PAT20(HGD1)_BE088,PAT16(NDBE)_B_236
PAT20(HGD1)_BE090,PAT20(HGD1)_D_57
PAT20(HGD1)_BE091,PAT20(HGD1)_D_246
PAT20(HGD1)_BE092,PAT16(EAC)_A_376
PAT20(HGD1)_BE093,PAT20(HGD1)_D_166
PAT20(HGD1)_BE094,PAT20(HGD1)_D_218
PAT20(HGD1)_BE095,PAT20(HGD1)_D_20
PAT20(HGD1)_BE096,PAT20(HGD1)_D_300
PAT20(HGD1)_BE098,PAT20(HGD1)_D_322
PAT20(HGD1)_BE100,PAT20(HGD1)_D_158
PAT20(HGD1)_BE101,PAT20(HGD1)_D_379
PAT20(HGD1)_BE102,PAT20(HGD1)_D_212
PAT20(HGD1)_BE106,PAT20(HGD1)_D_112
PAT20(HGD1)_BE107,PAT20(CARD)_F_5
PAT20(HGD1)_BE108,PAT20(HGD1)_D_53
PAT20(HGD1)_BE109,PAT20(HGD1)_D_299
PAT20(HGD1)_BE110,PAT20(HGD1)_D_279
PAT20(HGD1)_BE111,PAT20(HGD1)_D_286
PAT20(HGD1)_BE112,PAT20(HGD1)_D_49
PAT20(HGD1)_BE113,PAT20(HGD1)_D_118
PAT20(HGD1)_BE115,PAT20(HGD1)_D_365
PAT20(HGD1)_BE116,PAT20(HGD1)_D_68
PAT20(HGD1)_BE117,PAT20(HGD1)_D_259
PAT20(HGD1)_BE118,PAT20(HGD1)_D_231
PAT20(HGD1)_BE119,PAT20(HGD1)_D_340
PAT20(HGD1)_BE120,PAT20(HGD1)_D_143
PAT20(HGD1)_BE124,PAT20(HGD1)_D_109
PAT20(HGD1)_BE127,PAT20(HGD1)_D_368
PAT20(HGD1)_BE131,PAT20(HGD1)_D_240
PAT20(HGD1)_BE132,PAT20(HGD1)_D_190
PAT20(HGD1)_BE133,PAT20(HGD1)_D_348
PAT20(HGD1)_BE134,PAT20(HGD1)_D_180
PAT20(HGD1)_BE135,PAT20(HGD1)_D_284
PAT20(HGD1)_BE136,PAT20(HGD1)_D_139
PAT20(HGD1)_BE138,PAT20(HGD1)_D_253
PAT20(HGD1)_BE139,PAT20(HGD1)_D_161
PAT20(HGD1)_BE140,PAT20(HGD1)_D_370
PAT20(HGD1)_BE141,PAT20(HGD1)_D_205
PAT20(HGD1)_BE142,PAT20(HGD1)_D_163
PAT20(HGD1)_BE143,PAT20(HGD1)_D_38
PAT20(HGD1)_BE144,PAT20(HGD1)_D_296
PAT20(HGD1)_BE147,PAT20(HGD1)_D_269
PAT20(HGD1)_BE148,PAT20(HGD1)_D_160
PAT20(HGD1)_BE155,PAT20(HGD1)_D_254
PAT20(HGD1)_BE156,PAT20(HGD1)_D_293
PAT20(HGD1)_BE157,PAT20(HGD1)_D_63
PAT20(HGD1)_BE158,PAT20(HGD1)_D_103
PAT20(HGD1)_BE159,PAT20(HGD1)_D_215
PAT20(HGD1)_BE160,PAT20(HGD1)_D_81
PAT20(HGD1)_BE163,PAT20(HGD1)_D_94
PAT20(HGD1)_BE165,PAT20(HGD1)_D_0
PAT20(HGD1)_BE167,PAT20(HGD1)_D_232
PAT20(HGD1)_BE168,PAT20(HGD1)_D_43
PAT20(HGD1)_BE171,PAT20(HGD1)_D_141
PAT20(HGD1)_BE177,PAT20(HGD1)_D_25
PAT20(HGD1)_BE179,PAT20(HGD1)_D_165
PAT20(HGD1)_BE180,PAT9(NDBE)_J_104
PAT20(HGD1)_BE181,PAT20(HGD1)_D_97
PAT20(HGD1)_BE182,PAT20(HGD1)_D_204
PAT20(HGD1)_BE183,PAT20(HGD1)_D_363
PAT20(HGD1)_BE184,PAT20(HGD1)_D_101
PAT20(HGD1)_BE185,PAT20(HGD1)_D_238
PAT20(HGD1)_BE186,PAT20(HGD1)_D_307
PAT20(HGD1)_BE187,PAT20(HGD1)_D_332
PAT20(HGD1)_BE188,PAT20(HGD1)_D_176
PAT20(HGD1)_BE189,PAT20(HGD1)_D_133
PAT20(HGD1)_BE190,PAT20(HGD1)_D_262
PAT20(HGD1)_BE191,PAT20(HGD1)_D_134
PAT20(HGD1)_BE194,PAT16(EAC)_A_18
PAT20(HGD1)_BE196,PAT20(HGD1)_D_117
PAT20(HGD1)_BE205,PAT20(HGD1)_D_334
PAT20(HGD1)_BE207,PAT20(HGD1)_D_87
PAT20(HGD1)_BE209,PAT20(HGD1)_D_213
PAT20(HGD1)_BE210,PAT20(HGD1)_D_18
PAT20(HGD1)_BE212,PAT20(HGD1)_D_108
PAT20(HGD1)_BE213,PAT20(HGD1)_D_338
PAT20(HGD1)_BE214,PAT6(HGD)_I_185
PAT20(HGD1)_BE215,PAT20(HGD1)_D_177
PAT20(HGD1)_BE216,PAT20(HGD1)_D_191
PAT20(HGD1)_BE218,PAT16(EAC)_A_379
PAT20(HGD1)_BE221,PAT9(NDBE)_J_288
PAT20(HGD1)_BE224,PAT20(HGD1)_D_347
PAT20(HGD1)_BE227,PAT20(HGD1)_D_226
PAT20(HGD1)_BE228,PAT20(HGD1)_D_140
PAT20(HGD1)_BE230,PAT20(HGD1)_D_207
PAT20(HGD1)_BE231,PAT20(HGD1)_D_375
PAT20(HGD1)_BE232,PAT20(HGD1)_D_382
PAT20(HGD1)_BE235,PAT20(HGD1)_D_200
PAT20(HGD1)_BE237,PAT20(HGD1)_D_283
PAT20(HGD1)_BE238,PAT20(HGD1)_D_39
PAT20(HGD1)_BE239,PAT20(HGD1)_D_225
PAT20(HGD1)_BE240,PAT20(HGD1)_D_52
PAT20(HGD1)_BE242,PAT20(HGD1)_D_331
PAT20(HGD1)_BE244,PAT20(ESO)_E_341
PAT20(HGD1)_BE254,PAT20(HGD1)_D_61
PAT20(HGD1)_BE255,PAT20(HGD1)_D_313
PAT20(HGD1)_BE257,PAT20(CARD)_F_152
PAT20(HGD1)_BE258,PAT20(HGD1)_D_11
PAT20(HGD1)_BE259,PAT20(HGD1)_D_60
PAT20(HGD1)_BE260,PAT20(HGD1)_D_360
PAT20(HGD1)_BE262,PAT20(HGD1)_D_264
PAT20(HGD1)_BE263,PAT20(HGD1)_D_111
PAT20(HGD1)_BE264,PAT6(HGD)_I_28
PAT20(HGD1)_BE267,PAT6(LGD)_H_126
PAT20(HGD1)_BE268,PAT20(HGD1)_D_17
PAT20(HGD1)_BE269,PAT20(HGD1)_D_230
PAT20(HGD1)_BE270,PAT20(HGD1)_D_222
PAT20(HGD1)_BE271,PAT20(HGD1)_D_187
PAT20(HGD1)_BE272,PAT19(LGD)_B_117
PAT20(HGD1)_BE275,PAT20(HGD1)_D_275
PAT20(HGD1)_BE276,PAT20(HGD1)_D_383
PAT20(HGD1)_BE277,PAT20(HGD1)_D_321
PAT20(HGD1)_BE278,PAT20(HGD1)_D_114
PAT20(HGD1)_BE281,PAT20(HGD1)_D_113
PAT20(HGD1)_BE282,PAT20(HGD1)_D_316
PAT20(HGD1)_BE284,PAT20(HGD1)_D_199
PAT20(HGD1)_BE285,PAT20(HGD1)_D_153
PAT20(HGD1)_BE286,PAT20(HGD1)_D_249
PAT20(HGD1)_BE287,PAT20(HGD1)_D_251
PAT20(HGD1)_BE288,PAT14(NDBE)_D_70
PAT20(HGD1)_BE290,PAT20(HGD1)_D_22
PAT20(HGD1)_BE292,PAT20(HGD1)_D_224
PAT20(HGD1)_BE294,PAT20(HGD1)_D_245
PAT20(HGD1)_BE295,PAT20(HGD1)_D_12
PAT20(HGD1)_BE296,PAT9(NDBE)_J_266
PAT20(HGD1)_BE297,PAT20(HGD1)_D_196
PAT20(HGD1)_BE298,PAT9(NDBE)_J_138
PAT20(HGD1)_BE301,PAT20(HGD1)_D_358
PAT20(HGD1)_BE307,PAT20(HGD1)_D_265
PAT20(HGD1)_BE308,PAT20(HGD1)_D_184
PAT20(HGD1)_BE309,PAT20(HGD1)_D_115
PAT20(HGD1)_BE311,PAT20(HGD1)_D_131
PAT20(HGD1)_BE313,PAT6(LGD)_H_122
PAT20(HGD1)_BE314,PAT20(HGD1)_D_137
PAT20(HGD1)_BE317,PAT20(HGD1)_D_257
PAT20(HGD1)_BE318,PAT20(ESO)_E_113
PAT20(HGD1)_BE320,PAT20(HGD1)_D_223
PAT20(HGD1)_BE321,PAT20(HGD1)_D_136
PAT20(HGD1)_BE322,PAT20(HGD1)_D_263
PAT20(HGD1)_BE323,PAT20(HGD1)_D_341
PAT20(HGD1)_BE324,PAT20(HGD1)_D_315
PAT20(HGD1)_BE325,PAT20(HGD1)_D_282
PAT20(HGD1)_BE326,PAT20(HGD1)_D_276
PAT20(HGD1)_BE330,PAT20(HGD1)_D_372
PAT20(HGD1)_BE331,PAT20(HGD1)_D_209
PAT20(HGD1)_BE333,PAT20(HGD1)_D_355
PAT20(HGD1)_BE334,PAT20(HGD1)_D_150
PAT20(HGD1)_BE335,PAT20(HGD1)_D_188
PAT20(HGD1)_BE336,PAT20(HGD1)_D_106
PAT20(HGD1)_BE337,PAT20(HGD1)_D_172
PAT20(HGD1)_BE338,PAT20(HGD1)_D_54
PAT20(HGD1)_BE339,PAT20(HGD1)_D_189
PAT20(HGD1)_BE340,PAT20(HGD1)_D_364
PAT20(HGD1)_BE341,PAT20(HGD1)_D_82
PAT20(HGD1)_BE342,PAT20(HGD1)_D_235
PAT20(HGD1)_BE343,PAT19(LGD)_B_380
PAT20(HGD1)_BE344,PAT20(HGD1)_D_233
PAT20(HGD1)_BE345,PAT20(HGD1)_D_121
PAT20(HGD1)_BE346,PAT20(HGD1)_D_167
PAT20(HGD1)_BE348,PAT20(HGD1)_D_170
PAT20(HGD1)_BE349,PAT20(HGD1)_D_328
PAT20(HGD1)_BE350,PAT20(HGD1)_D_381
PAT20(HGD1)_BE351,PAT20(HGD1)_D_255
PAT20(HGD1)_BE354,PAT20(HGD1)_D_343
PAT20(HGD1)_BE357,PAT20(HGD1)_D_152
PAT20(HGD1)_BE359,PAT20(HGD1)_D_202
PAT20(HGD1)_BE360,PAT20(ESO)_E_353
PAT20(HGD1)_BE361,PAT20(HGD1)_D_65
PAT20(HGD1)_BE363,PAT20(HGD1)_D_214
PAT20(HGD1)_BE365,PAT20(HGD1)_D_324
PAT20(HGD1)_BE366,PAT20(HGD1)_D_308
PAT20(HGD1)_BE367,PAT20(HGD1)_D_27
PAT20(HGD1)_BE368,PAT20(HGD1)_D_56
PAT20(HGD1)_BE377,PAT20(HGD1)_D_14
PAT20(HGD1)_BE379,PAT9(NDBE)_J_173
PAT20(HGD1)_BE382,PAT20(HGD1)_D_35
PAT20(HGD1)_BE383,PAT20(HGD1)_D_377
PAT20(HGD1)_BE384,PAT20(HGD1)_D_5
PAT16(EAC)_BK003,PAT16(EAC)_A_17
PAT16(EAC)_BK007,PAT16(EAC)_A_268
PAT16(EAC)_BK008,PAT16(EAC)_A_128
PAT16(EAC)_BK010,PAT16(EAC)_A_335
PAT16(EAC)_BK011,PAT16(EAC)_A_31
PAT16(EAC)_BK012,PAT16(EAC)_A_92
PAT16(EAC)_BK014,PAT16(EAC)_A_26
PAT16(EAC)_BK016,PAT9(NDBE)_J_152
PAT16(EAC)_BK018,PAT16(EAC)_A_86
PAT16(EAC)_BK027,PAT16(EAC)_A_357
PAT16(EAC)_BK029,PAT16(EAC)_A_197
PAT16(EAC)_BK030,PAT20(CARD)_F_321
PAT16(EAC)_BK032,PAT16(EAC)_A_19
PAT16(EAC)_BK037,PAT16(EAC)_A_275
PAT16(EAC)_BK041,PAT16(EAC)_A_212
PAT16(EAC)_BK045,PAT16(EAC)_A_185
PAT16(EAC)_BK046,PAT9(NDBE)_J_320
PAT16(EAC)_BK047,PAT16(EAC)_A_123
PAT16(EAC)_BK048,PAT16(EAC)_A_301
PAT16(EAC)_BK051,PAT16(EAC)_A_151
PAT16(EAC)_BK052,PAT20(CARD)_F_205
PAT16(EAC)_BK054,PAT16(EAC)_A_341
PAT16(EAC)_BK056,PAT16(EAC)_A_251
PAT16(EAC)_BK058,PAT20(CARD)_F_25
PAT16(EAC)_BK060,PAT16(EAC)_A_304
PAT16(EAC)_BK063,PAT6(HGD)_I_331
PAT16(EAC)_BK071,PAT16(NDBE)_B_203
PAT16(EAC)_BK073,PAT16(EAC)_A_131
PAT16(EAC)_BK075,PAT16(EAC)_A_220
PAT16(EAC)_BK077,PAT16(EAC)_A_248
PAT16(EAC)_BK080,PAT16(EAC)_A_158
PAT16(EAC)_BK081,PAT16(EAC)_A_83
PAT16(EAC)_BK082,PAT16(EAC)_A_106
PAT16(EAC)_BK086,PAT16(EAC)_A_68
PAT16(EAC)_BK087,PAT16(EAC)_A_105
PAT16(EAC)_BK088,PAT20(HGD1)_D_280
PAT16(EAC)_BK090,PAT16(EAC)_A_141
PAT16(EAC)_BK091,PAT16(EAC)_A_242
PAT16(EAC)_BK092,PAT16(EAC)_A_223
PAT16(EAC)_BK102,PAT16(EAC)_A_164
PAT16(EAC)_BK107,PAT16(EAC)_A_222
PAT16(EAC)_BK108,PAT16(NDBE)_B_29
PAT16(EAC)_BK110,PAT16(NDBE)_B_332
PAT16(EAC)_BK112,PAT16(EAC)_A_154
PAT16(EAC)_BK113,PAT16(EAC)_A_144
PAT16(EAC)_BK114,PAT16(EAC)_A_57
PAT16(EAC)_BK116,PAT16(NDBE)_B_360
PAT16(EAC)_BK117,PAT16(EAC)_A_186
PAT16(EAC)_BK118,PAT16(EAC)_A_133
PAT16(EAC)_BK119,PAT16(EAC)_A_165
PAT16(EAC)_BK121,PAT16(EAC)_A_205
PAT16(EAC)_BK122,PAT16(EAC)_A_295
PAT16(EAC)_BK124,PAT16(EAC)_A_344
PAT16(EAC)_BK127,PAT16(EAC)_A_196
PAT16(EAC)_BK128,PAT16(EAC)_A_90
PAT16(EAC)_BK129,PAT20(ESO)_E_214
PAT16(EAC)_BK130,PAT14(HGD)_C_18
PAT16(EAC)_BK131,PAT16(EAC)_A_103
PAT16(EAC)_BK132,PAT16(EAC)_A_362
PAT16(EAC)_BK133,PAT16(EAC)_A_160
PAT16(EAC)_BK136,PAT16(EAC)_A_309
PAT16(EAC)_BK137,PAT16(EAC)_A_320
PAT16(EAC)_BK138,PAT16(EAC)_A_240
PAT16(EAC)_BK139,PAT16(EAC)_A_54
PAT16(EAC)_BK140,PAT16(EAC)_A_137
PAT16(EAC)_BK142,PAT16(EAC)_A_98
PAT16(EAC)_BK143,PAT16(EAC)_A_67
PAT16(EAC)_BK144,PAT16(EAC)_A_93
PAT16(EAC)_BK147,PAT16(EAC)_A_97
PAT16(EAC)_BK153,PAT16(EAC)_A_267
PAT16(EAC)_BK154,PAT16(EAC)_A_227
PAT16(EAC)_BK155,PAT19(LGD)_B_131
PAT16(EAC)_BK158,PAT16(EAC)_A_202
PAT16(EAC)_BK160,PAT16(EAC)_A_249
PAT16(EAC)_BK162,PAT16(EAC)_A_115
PAT16(EAC)_BK163,PAT16(EAC)_A_12
PAT16(EAC)_BK164,PAT16(EAC)_A_324
PAT16(EAC)_BK166,PAT20(HGD1)_D_90
PAT16(EAC)_BK167,PAT16(NDBE)_B_78
PAT16(EAC)_BK168,PAT16(EAC)_A_77
PAT16(EAC)_BK169,PAT16(EAC)_A_337
PAT16(EAC)_BK172,PAT16(EAC)_A_79
PAT16(EAC)_BK174,PAT16(EAC)_A_73
PAT16(EAC)_BK176,PAT16(EAC)_A_219
PAT16(EAC)_BK177,PAT16(EAC)_A_71
PAT16(EAC)_BK185,PAT16(EAC)_A_298
PAT16(EAC)_BK186,PAT9(NDBE)_J_113
PAT16(EAC)_BK191,PAT16(EAC)_A_116
PAT16(EAC)_BK192,PAT20(CARD)_F_79
PAT16(EAC)_BK194,PAT16(EAC)_A_112
PAT16(EAC)_BK195,PAT16(EAC)_A_60
PAT16(EAC)_BK197,PAT9(NDBE)_J_96
PAT16(EAC)_BK199,PAT16(EAC)_A_238
PAT16(EAC)_BK200,PAT16(EAC)_A_300
PAT16(EAC)_BK202,PAT16(EAC)_A_121
PAT16(EAC)_BK203,PAT16(EAC)_A_277
PAT16(EAC)_BK204,PAT16(EAC)_A_30
PAT16(EAC)_BK205,PAT16(EAC)_A_281
PAT16(EAC)_BK206,PAT16(EAC)_A_319
PAT16(EAC)_BK207,PAT16(EAC)_A_5
PAT16(EAC)_BK208,PAT16(EAC)_A_61
PAT16(EAC)_BK211,PAT16(EAC)_A_182
PAT16(EAC)_BK212,PAT9(NDBE)_J_110
PAT16(EAC)_BK214,PAT16(EAC)_A_260
PAT16(EAC)_BK215,PAT16(EAC)_A_181
PAT16(EAC)_BK216,PAT16(EAC)_A_10
PAT16(EAC)_BK220,PAT16(EAC)_A_228
PAT16(EAC)_BK222,PAT16(EAC)_A_1
PAT16(EAC)_BK224,PAT16(EAC)_A_366
PAT16(EAC)_BK230,PAT16(EAC)_A_66
PAT16(EAC)_BK234,PAT16(EAC)_A_33
PAT16(EAC)_BK235,PAT16(EAC)_A_78
PAT16(EAC)_BK238,PAT16(EAC)_A_318
PAT16(EAC)_BK239,PAT16(EAC)_A_203
PAT16(EAC)_BK240,PAT16(EAC)_A_303
PAT16(EAC)_BK242,PAT16(EAC)_A_136
PAT16(EAC)_BK244,PAT16(EAC)_A_327
PAT16(EAC)_BK249,PAT16(EAC)_A_315
PAT16(EAC)_BK250,PAT16(EAC)_A_13
PAT16(EAC)_BK256,PAT16(NDBE)_B_255
PAT16(EAC)_BK257,PAT16(EAC)_A_109
PAT16(EAC)_BK260,PAT16(EAC)_A_117
PAT16(EAC)_BK262,PAT16(EAC)_A_215
PAT16(EAC)_BK263,PAT20(CARD)_F_1
PAT16(EAC)_BK267,PAT20(HGD1)_D_339
PAT16(EAC)_BK269,PAT16(EAC)_A_368
PAT16(EAC)_BK272,PAT20(CARD)_F_364
PAT16(EAC)_BK277,PAT16(EAC)_A_183
PAT16(EAC)_BK278,PAT16(EAC)_A_111
PAT16(EAC)_BK279,PAT16(EAC)_A_351
PAT16(EAC)_BK280,PAT16(EAC)_A_174
PAT16(EAC)_BK281,PAT16(EAC)_A_374
PAT16(EAC)_BK282,PAT19(LGD)_B_116
PAT16(EAC)_BK283,PAT19(LGD)_B_45
PAT16(EAC)_BK284,PAT16(EAC)_A_96
PAT16(EAC)_BK285,PAT16(EAC)_A_99
PAT16(EAC)_BK289,PAT16(EAC)_A_11
PAT16(EAC)_BK290,PAT19(LGD)_B_262
PAT16(EAC)_BK291,PAT16(EAC)_A_124
PAT16(EAC)_BK292,PAT16(EAC)_A_378
PAT16(EAC)_BK296,PAT16(EAC)_A_119
PAT16(EAC)_BK297,PAT16(EAC)_A_190
PAT16(EAC)_BK298,PAT16(EAC)_A_364
PAT16(EAC)_BK301,PAT16(EAC)_A_297
PAT16(EAC)_BK302,PAT16(EAC)_A_76
PAT16(EAC)_BK304,PAT16(EAC)_A_207
PAT16(EAC)_BK305,PAT6(HGD)_I_147
PAT16(EAC)_BK308,PAT20(HGD1)_D_285
PAT16(EAC)_BK309,PAT16(EAC)_A_284
PAT16(EAC)_BK314,PAT16(EAC)_A_129
PAT16(EAC)_BK317,PAT16(EAC)_A_32
PAT16(EAC)_BK318,PAT16(EAC)_A_102
PAT16(EAC)_BK319,PAT16(EAC)_A_170
PAT16(EAC)_BK320,PAT16(EAC)_A_139
PAT16(EAC)_BK322,PAT16(EAC)_A_323
PAT16(EAC)_BK323,PAT16(EAC)_A_63
PAT16(EAC)_BK324,PAT16(EAC)_A_244
PAT16(EAC)_BK326,PAT16(EAC)_A_178
PAT16(EAC)_BK327,PAT16(EAC)_A_64
PAT16(EAC)_BK329,PAT14(NDBE)_D_42
PAT16(EAC)_BK330,PAT16(EAC)_A_189
PAT16(EAC)_BK332,PAT16(EAC)_A_381
PAT16(EAC)_BK334,PAT16(EAC)_A_232
PAT16(EAC)_BK335,PAT16(EAC)_A_356
PAT16(EAC)_BK339,PAT16(EAC)_A_15
PAT16(EAC)_BK341,PAT20(CARD)_F_250
PAT16(EAC)_BK344,PAT16(EAC)_A_38
PAT16(EAC)_BK346,PAT16(EAC)_A_287
PAT16(EAC)_BK347,PAT16(NDBE)_B_314
PAT16(EAC)_BK348,PAT16(EAC)_A_236
PAT16(EAC)_BK351,PAT16(EAC)_A_35
PAT16(EAC)_BK352,PAT16(EAC)_A_377
PAT16(EAC)_BK353,PAT16(EAC)_A_58
PAT16(EAC)_BK354,PAT16(EAC)_A_230
PAT16(EAC)_BK355,PAT6(HGD)_I_260
PAT16(EAC)_BK356,PAT16(EAC)_A_256
PAT16(EAC)_BK357,PAT20(ESO)_E_283
PAT16(EAC)_BK358,PAT16(EAC)_A_199
PAT16(EAC)_BK361,PAT6(HGD)_I_312
PAT16(EAC)_BK368,PAT16(EAC)_A_42
PAT16(EAC)_BK370,PAT16(NDBE)_B_46
PAT16(EAC)_BK371,PAT16(EAC)_A_325
PAT16(EAC)_BK372,PAT16(EAC)_A_34
PAT16(EAC)_BK373,PAT16(EAC)_A_345
PAT16(EAC)_BK374,PAT16(EAC)_A_175
PAT16(EAC)_BK375,PAT6(HGD)_I_22
PAT16(EAC)_BK376,PAT16(EAC)_A_27
